X,Y,0,1,2,3,4,5,6,7,8,9
0.15610355366749162,0.9570438700639545,0.0,0.6541877438766303,0.6982742951497335,0.9116650838940513,0.8128253478069776,0.5330269242819542,0.7485536535478674,0.6333290213659457,0.5067088347798617,0.8529602874471398
0.3034091486936993,0.3196564949831717,0.6541877438766303,0.0,0.8435059497450803,0.3594922130289853,0.24414269868212898,0.5612884691144127,0.28816781248488804,0.4195359741184216,0.19140427102003862,0.25320471055673316
0.8543766158847491,0.9583560623483215,0.6982742951497335,0.8435059497450803,0.0,1.2029850530425563,1.0873177601246475,0.28376928319911476,1.1049958854760924,0.4498226581766023,0.6667058264497946,0.8440910418389187
0.06582939941399146,0.04985932309164032,0.9116650838940513,0.3594922130289853,1.2029850530425563,0.0,0.11625641627487839,0.9204697411033562,0.1717928603991585,0.7733131455887057,0.5429496462070205,0.4712593823137805
0.13329331672029143,0.1445386460020125,0.8128253478069776,0.24414269868212898,1.0873177601246475,0.11625641627487839,0.0,0.8045429479127704,0.12423161678519713,0.6607709933108057,0.4267250252522822,0.38624163489172925
0.6513945070856803,0.7600551052280333,0.5330269242819542,0.5612884691144127,0.28376928319911476,0.9204697411033562,0.8045429479127704,0.0,0.8215355525549538,0.20157209982146848,0.3829754296382333,0.5910132574214823
0.0335452240925217,0.21859141520199543,0.7485536535478674,0.28816781248488804,1.1049958854760924,0.1717928603991585,0.12423161678519713,0.8215355525549538,0.0,0.7024856117753943,0.4389338145228624,0.4851310222171034
0.6483165354239072,0.5585065068283288,0.6333290213659457,0.4195359741184216,0.4498226581766023,0.7733131455887057,0.6607709933108057,0.20157209982146848,0.7024856117753943,0.0,0.28308549619654727,0.39631398726487815
0.371669391935906,0.4984752136823817,0.5067088347798617,0.19140427102003862,0.6667058264497946,0.5429496462070205,0.4267250252522822,0.3829754296382333,0.4389338145228624,0.28308549619654727,0.0,0.34625381329145594
0.517470945622936,0.18441533060063164,0.8529602874471398,0.25320471055673316,0.8440910418389187,0.4712593823137805,0.38624163489172925,0.5910132574214823,0.4851310222171034,0.39631398726487815,0.34625381329145594,0.0
