X,Y,0,1,2,3,4,5,6,7,8,9
0.9438871215634406,0.6351983132125552,0.0,0.9090215998713455,0.7110219021418788,0.2954508888894069,0.8015199713154619,0.6358852062985153,0.5998893641259051,0.42188441348100375,0.7508371717402493,0.7055466216199443
0.18883261353817848,0.12902348279979148,0.9090215998713455,0.0,0.3894333727314864,0.6940634962955293,0.22092574190858913,0.27361955067709093,0.5796899366723323,0.763326503472169,0.29473834432503015,0.22014145289736492
0.24315893103455277,0.5146489526851505,0.7110219021418788,0.3894333727314864,0.0,0.621548494029988,0.48827428797311406,0.2767914920418843,0.6901352033130009,0.7660775006924648,0.5179425618039423,0.22241859740890293
0.8443839924575612,0.35700709292751565,0.2954508888894069,0.6940634962955293,0.621548494029988,0.0,0.543491753819719,0.4408730374382851,0.30490834157993185,0.17684458594816713,0.4816377800901804,0.5269631832134645
0.3954163819576796,0.050720672738731265,0.8015199713154619,0.22092574190858913,0.48827428797311406,0.543491753819719,0.0,0.24210709022588417,0.3694924894561454,0.5755223749676331,0.07748844475918282,0.2661083665224823
0.4082576465862583,0.29248697531289736,0.6358852062985153,0.27361955067709093,0.2767914920418843,0.4408730374382851,0.24210709022588417,0.0,0.424108425684138,0.5450106947200729,0.25052255055106215,0.0893627703696341
0.7647149196388562,0.06269104579241247,0.5998893641259051,0.5796899366723323,0.6901352033130009,0.30490834157993185,0.3694924894561454,0.424108425684138,0.0,0.2368508619356984,0.29206724284471514,0.506952916296632
0.947489244586792,0.21332927779050004,0.42188441348100375,0.763326503472169,0.7660775006924648,0.17684458594816713,0.5755223749676331,0.5450106947200729,0.2368508619356984,0.0,0.5017576970502156,0.6343725784285416
0.47290435068986325,0.05044906096237578,0.7508371717402493,0.29473834432503015,0.5179425618039423,0.4816377800901804,0.07748844475918282,0.25052255055106215,0.29206724284471514,0.5017576970502156,0.0,0.2977567000609339
0.3199058455121855,0.30589085441946273,0.7055466216199443,0.22014145289736492,0.22241859740890293,0.5269631832134645,0.2661083665224823,0.0893627703696341,0.506952916296632,0.6343725784285416,0.2977567000609339,0.0
