X,Y,0,1,2,3,4,5,6,7,8,9
0.351036853676415,0.1832295099416178,0.0,0.15245683500620835,0.20092180323918318,0.7954892113987361,0.22898446226765448,0.6669178905228558,0.40821581917008437,0.6132331915083009,0.17396592642511527,0.3843830867257987
0.2550860108976859,0.06475367987420766,0.15245683500620835,0.0,0.15764545984852427,0.9181166441327263,0.22028455679718856,0.8193545523616648,0.519922917617967,0.7655934790960733,0.31022297140190475,0.4842916977274698
0.1501168893064726,0.18236989696701233,0.20092180323918318,0.15764545984852427,0.0,0.8192742028240351,0.06719222993422107,0.8068062559983944,0.6091167189461426,0.7614437546174203,0.37194008713829757,0.5844777524647532
0.3427500003734987,0.9786755568323664,0.7954892113987361,0.9181166441327263,0.8192742028240351,0.0,0.7618761659265902,0.49796288952546286,0.8899362343471349,0.5314459440657798,0.7718833131957732,0.9233774043751362
0.13105385288872273,0.24680122790211545,0.22898446226765448,0.22028455679718856,0.06719222993422107,0.7618761659265902,0.0,0.7815975099476982,0.6304724726990697,0.7402044705431627,0.3887751306969565,0.6112065884580725
0.7613579573247572,0.7089823649983091,0.6669178905228558,0.8193545523616648,0.8068062559983944,0.49796288952546286,0.7815975099476982,0.0,0.5168186881999176,0.06517672858806799,0.5390985137948955,0.5677737712981972
0.7591547922083726,0.1921683727959369,0.40821581917008437,0.519922917617967,0.6091167189461426,0.8899362343471349,0.6304724726990697,0.5168186881999176,0.0,0.45190364318187926,0.24237134371084537,0.05657020729536133
0.7556253301695217,0.644058232848994,0.6132331915083009,0.7655934790960733,0.7614437546174203,0.5314459440657798,0.7402044705431627,0.06517672858806799,0.45190364318187926,0.0,0.4791137488860653,0.5026514356616238
0.519337724882734,0.22726313695714595,0.17396592642511527,0.31022297140190475,0.37194008713829757,0.7718833131957732,0.3887751306969565,0.5390985137948955,0.24237134371084537,0.4791137488860653,0.0,0.23025938350711578
0.7331923972548035,0.14190762865386275,0.3843830867257987,0.4842916977274698,0.5844777524647532,0.9233774043751362,0.6112065884580725,0.5677737712981972,0.05657020729536133,0.5026514356616238,0.23025938350711578,0.0
