X,Y,0,1,2,3,4,5,6,7,8,9
0.2919596663702745,0.3829407684490336,0.0,0.0818063875643884,0.7758164941659844,0.31462437530016846,0.35768800047902133,0.587811570703391,0.435638140007367,0.1071054108915782,0.16616263370413012,0.1590198896696726
0.33847566189626666,0.3156462872001169,0.0818063875643884,0.0,0.7065266346026409,0.29274105887312524,0.2928239050802159,0.65968686279341,0.3589963580358387,0.15225583214501368,0.24639260261164522,0.24054389286857294
0.9957911552327005,0.056578289132400594,0.7758164941659844,0.7065266346026409,0.0,0.5562406650929496,0.6963757634808687,1.1797249548122948,0.3611501862038328,0.7573881358085088,0.9361769648407581,0.908823127863479
0.5999233425117616,0.44733697726944843,0.31462437530016846,0.29274105887312524,0.5562406650929496,0.0,0.5176494322559624,0.6293052624416707,0.328190128909661,0.24174913061844241,0.43466161366000555,0.39179561374682004
0.3001161347189445,0.025345777277795967,0.35768800047902133,0.2928239050802159,0.6963757634808687,0.5176494322559624,0.0,0.9452005120750799,0.353804683101855,0.4450791525035342,0.48628095638695745,0.5041280416540289
0.24810888591077473,0.9691144216490732,0.587811570703391,0.65968686279341,1.1797249548122948,0.6293052624416707,0.9452005120750799,0.0,0.9339022220226304,0.5146677521368169,0.4826123000417433,0.44801358142022335
0.6405556191930262,0.1216718443407957,0.435638140007367,0.3589963580358387,0.3611501862038328,0.328190128909661,0.353804683101855,0.9339022220226304,0.0,0.44523054632596704,0.6013886475680588,0.5841989960195921
0.3589365914694673,0.4665210325459537,0.1071054108915782,0.15225583214501368,0.7573881358085088,0.24174913061844241,0.4450791525035342,0.5146677521368169,0.44523054632596704,0.0,0.19310198765123418,0.1540251583794444
0.16769329853061543,0.4932489307192458,0.16616263370413012,0.24639260261164522,0.9361769648407581,0.43466161366000555,0.48628095638695745,0.4826123000417433,0.6013886475680588,0.19310198765123418,0.0,0.05582625995329061
0.2153657986597558,0.5222989570842853,0.1590198896696726,0.24054389286857294,0.908823127863479,0.39179561374682004,0.5041280416540289,0.44801358142022335,0.5841989960195921,0.1540251583794444,0.05582625995329061,0.0
